E. UAMARAL VIDROS & ACESSÓRIOS, IMP., IND. & COM. LTDA;VIDROS ALUMÍNIOS CRISTA;26.030.751/0001-44;RUA;UBATUBA,;21;SALA 14;MORADA DAS LARANJEIRAS;SERRA;ES;BRASIL;(27) 9971-3301;rvtemper@hotmail.com;UELITON;29166-845;2019-10-01 17:59:28.960;NULL
EASTMAN CHEMICAL COMPANY;EASTMAN;NULL;NULL;RUA CAPITÃO FRANCISCO LIPI 529;NULL;NULL;NULL;SAO PAULO;NULL;BRASIL;11965843578;ifcamp@eastman.com;NULL;02243000;2019-10-24 14:04:06.920;NULL
EASTMAN CHEMICAL DO BRASIL;"EASTMAN CHEMICAL ";50.606.573/0001-31;RUA;ALEXANDRE DUMAS;1771;CJ701;CHÁCARA SANTO ANTÔNIO (ZONA SUL);SÃO PAULO;SP;BRASIL;(11) 3579-1800;dmoliterno@eastman.com;DANIEL DUTRA MOLITERNO;04717-004;2017-09-26 11:24:03.153;NULL
ECCONIT CONSULTORIA ECONOMICA;PALESTRANTE;15.833.850/0001-48;AVENIDA;PRESIDENTE VARGAS;446;GRP 1404;CENTRO;RIO DE JANEIRO;RJ;BRASIL;(11) 8111-3221;mbotelho@abravidro.org.br;MAURICIO BOTELHO;20071-000;2024-10-04 18:05:06.113;NULL
EIRICH INDUSTRIAL LTDA;EIRICH;43.773.720/0001-00;ESTRADA;VELHA DE ITÚ;1500;.;JARDIM ALVORADA;JANDIRA;SP;BRASIL;(11) 4619-8900;elen.mancini@eirich.com.br;ELEN MANCINI;06612-250;2017-10-17 14:28:30.397;NULL
ELACE GLASS TEMPER FABRICACAO E DISTRIBUIDORA LTDA;ELACE GLASS TEMPER;33.498.010/0001-58;RUA;DOUTOR SANTOS DUMONT;137;GALPAO;BANANEIRAS;ARARUAMA;RJ;BRASIL;(22) 2667-3385;gabriel@elaceglass.com.br;GABRIEL LEANDRO;28971-653;2022-10-21 13:19:17.437;NULL
ELETROGLASS TÊMPERA INDÚSTRIA DE VIDROS LTDA;;09.090.089/0001-07;RUA;KREBSFER,;274;- CAIXA POSTAL 665;MACUCO;VALINHOS;SP;;;;;13279450;NULL;NULL
EM VIDROS INDÚSTRIA E COMÉRCIO LTDA;EM VIDROS;17.587.823/0001-68;RUA;DO CAMPO;100;;ITAPEUA;RAPOSA;MA;BRASIL;(98) 8111-4004;eric@emvidros.com.br;ERIC MURAD;65138-000;2019-04-22 11:20:11.130;" "
EMS CONSULTORIA EMPRESARIAL LTDA;EMS CONSULTORIA;11.365.553/0001-64;RUA;CANUTAMA;218;NULL;VILA BARROS;GUARULHOS;SP;BRASIL;(11) 2358-6136;esilva@abravidro.org.br;"EDWEISS MIGUEL E SILVA ";07192-150;2015-08-05 14:07:27.000;NULL
ENG. VIEIRA;ENG. VIEIRA;NULL;RUA;DOUTOR BACELAR;395;NULL;VILA CLEMENTINO;SÃO PAULO;SP;BRASIL;(11) 5539-4099;jpvieira@uol.com.br;NULL;04026-001;NULL;NULL
ERICA BELON ESCOLA DE NEGOCIOS LTDA;PALESTRANTE;16.580.936/0001-79;AVENIDA;PLAZA;6;SALA 302 E 307 EDIF CAMPUS OFFICES;JARDIM PARAÍSO;ITU;SP;BRASIL;(11) 2429-7924;mbotelho@abravidro.org.br;MAURICIO BOTELHO;13302-100;2024-09-30 15:13:55.273;NULL
ESTRELA VIDROS - KLAIER SA INDÚSTRIA E COMÉRCIO;ESTRELA VIDROS;28.058.915/0001-77;RUA;SANTA TEREZA,;117;LOJA;IBES;VILA VELHA;ES;BRASIL;(27) 2124-7500;nicea@estrelavidros.com.br;NICEA BORTOLOTTI;29108-825;2015-09-30 09:20:58.740;NULL
"EURO VIDROS INDUSTRIA E COMERCIO DE VIDROS EIRELI ";EURO VIDROS;27.215.477/0001-40;RUA;VISCONDE DE SAO LEOPOLDO;740;LADO IMPAR;ENGENHO DO MEIO;RECIFE;PE;BRASIL;(81) 3272-6260;gerencia@eurovidrospe.com.br;MARCOS BELARMINO;50730-121;2019-10-10 15:57:43.400;NULL
EVERLAM;EVERLAM N.V.;NULL;NULL;SCHALIENHOEVEDREEF 20D;NULL;NULL;NULL;MECHELEN;NULL;BÉLGICA;+32475411246;luc.moeyersons@everlam.com;NULL;2800;2015-09-29 12:12:32.357;NULL
EXTRA GLASS INDUSTRIA E COMERCIO DE VIDROS EIRELI;EXTRAGLASS;13.189.769/0001-41;AV.;BERNARDO MANUEL,;9352;;DENDÊ;FORTALEZA;CE;BRASIL;;;ANTONIO EXPEDITO OLIVEIRA DA S;60761-282;NULL;NULL
F P COM SERV VIDROS  FERR E ACESS LTDA;"VIDRAÇARIA CANAÃ GLASS ";12.512.483/0001-92;AVENIDA;BENJAMIM BRASIL;1310;VIZINHO A MECABRAAS;MONDUBIM;FORTALEZA;CE;BRASIL;(85) 3023-2373;vidracaria@canaaglass.com.br;SHEILA GOMES;60711-442;NULL;NULL
F S SALDANHA RECICLAGEM EIRELI;FS SALDANHA;33.220.423/0001-76;RUA;GOIAS;197;CASA;ITAPOA;VILA VELHA;ES;BRASIL;(27) 9998-2832;fssaldanhareciclagem@gmail.com;SILVERIO SILVA;29101-580;2024-05-09 15:16:02.340;NULL
FABIANA APARECIDA SANTOS BATISTA;SETOR VIDREIRO;13.763.232/0001-43;RUA;MAGNÓLIA MOREIRA MOTA;12;;RESIDENCIAL SANTA PAULA ;JACAREÍ;SP;BRASIL;(12) 3958-2063;gabriel@setorvidreiro.com.br;GABRIEL BATISTA;12302-236;2017-11-01 13:38:37.547;NULL
"FANTÁSTICO VIDROS EIRELI                             ";VIDRALIA;26.711.428/0001-36;RUA;VICENTINO JOSE HERCULANO;284;;"INDUSTRIAL                    ";"MG - CONTAGEM                 ";MG;BRASIL;(31) 9849-2765;wallison@vidralia.com.br;"WALLISON DO NASCIMENTO PEREIRA                                    ";32220-320;2022-08-23 16:59:07.137;" "
FENZI ARGENTINA SA;FENZI ARGENTINA;NULL;NULL;OTERO, 140;NULL;NULL;NULL;"BUENOS AIRES ";NULL;ARGENTINA;2487-0707;p.soifer@fenzisouthamerica.com;NULL;1427;NULL;NULL
FERNANDES PEREIRA REP E COM LTDA;ESTRUTURAL VIDROS;26.459.255/0002-91;RUA;SH VICENTE PIRES;03;CHACARA 95;VICENTE PIRES;BRASÍLIA;DF;BRASIL;(61) 3213-6200;edgar@estruturalvidros.com.br;EDGAR;72005-830;NULL;NULL
FERNANDES PEREIRA REPRESENTAÇÕES E COMÉRCIO LTDA;ESTRUTURAL VIDROS;26.459.255/0001-00;RUA;3 CHÁCARA 95;95;SETOR HABITACIONAL VICENTE PIRES;VICENTE PIRES;BRASÍLIA;DF;BRASIL;(61) 3213-6200;edgar@estruturalvidros.com.br;EDGAR;72005-830;2024-07-31 17:06:53.207;" "
FERNANDO GOULART CLEMENTE DOS SANTOS;WF DISTRIBUIDORA;45.904.057/0001-53;RUA;ASSIS BRASIL;41;;BROOKLIN;SÃO PAULO;SP;BRASIL;(11) 9516-4574;jaimegiovana2018@hotmail.com;JAIME;04601-010;2022-11-14 10:26:08.303;NULL
FERRO ENAMEL DO BRASIL IND. E COM. LTDA;"FERRO ENAMEL ";NULL;RUA;FLORINDO CIBIN,;6.500;;SÃO JERÔNIMO;AMERICANA;SP;BRASIL;(19) 2108-9900;paulo.carvalho@ferro.com;PAULO CÉSAR FERREIRA DE CARVALHO;13470-437;NULL;NULL
FERRO ENAMEL DO BRASIL IND. E COM. LTDA;"FERRO ENAMEL ";59.272.849/0001-67;RUA;FLORINDO CIBIN - DE 4301/4302 AO FIM;6500;;PARQUE LIBERDADE;AMERICANA;SP;BRASIL;(19) 2108-9900;paulo.carvalho@ferro.com;PAULO;13470-437;2017-08-29 13:58:17.310;NULL
FINOGLAS MAQUINAS LTDA;FINOGLAS;34.691.798/0001-87;AVENIDA;BRASIL;130;SALA 04;JARDIM NOVA VENEZA (NOVA VENEZA);SUMARE;SP;BRASIL;(11) 9976-0449;rodrigo@finoglas.com;RODRIGO DA SILVA ADÃO;13177-050;2022-11-07 17:00:37.517;NULL
FL RODRIGUES E CIA LTDA;VITRAL BOX;11.176.122/0001-50;QUADRA;112 SUL RUA SR 9;LOTE 16;;PLANO DIRETOR SUL;PALMAS;TO;BRASIL;(63) 3225-3231;iratasetubal@vitralboxrev.com.br;IRÁTA;77020-178;2017-09-11 17:46:10.437;NULL
FLASH GLASS INDUSTRIA, BENEFICIAMENTO E COMERCIO D;FLASH GLASS;37.497.469/0001-98;RUA;VERGUEIRO;5716;.;VILA FIRMIANO PINTO;SÃO PAULO;SP;BRASIL;(11) 7338-6265;patricia@flashglass.ind.br;"PATRÍCIA LACANNA ";04272-000;2022-10-20 10:58:54.180;NULL
"FMR SOLUCOES CONSULTORIA E GESTAO EMPRESARIAL ";FMR SOLUÇÕES;55.939.045/0001-18;RUA;SABIÁ;99;;BOSQUE DO VIANNA;COTIA;SP;BRASIL;(11) 4617-3780;halimabud@gmail.com;ADVOGADO;06711-140;2022-06-23 13:36:03.207;NULL
FOREL S.P.A.;FOREL S.P.A. - ITALIA;NULL;NULL;VIA PER MONASTIER, 4;NULL;NULL;NULL;VALLIO DI RONCADE;NULL;ITÁLIA;0422840507;ambrogio.mastrodomenico@forelspa.com;NULL;31056;NULL;NULL
FOREL SPA;FOREL SPA;9;NULL;VALLIO DI RONCADE;NULL;NULL;NULL;TREVISO;NULL;ITÁLIA;39 0422 840507;giovanni.quarti@it.forelspa.com;NULL;00031-056;2019-10-31 11:52:03.050;NULL
"FUNCIONAL COM DE VIDROS E PRODUTOS DE DECORAÇÃO LT   ";A FUNCIONAL - VIDROS;04.831.538/0001-07;AVENIDA;JOSEFINO GONÇALVES DA SILVA;335;;"GOIÂNIA                       ";"MG - BELO HORIZONTE           ";MG;BRASIL;31-34821100;FUNCIONALBH@IG.COM.BR;"ELENICE MARIA RIBEIRO                                ";31950-020;NULL;S
G-U DO BRASIL IMPORTAÇÃO E COMÉRCIO DE FERRAGENS E FECHADURAS LTDA.;G-U DO BRASIL;09.167.406/0001-38;RUA;VIGÁRIO ALBERNAZ;888;;VILA GUMERCINDO;SÃO PAULO;SP;BRASIL;(11) 5061-8121;pedro@g-udobrasil.com.br;PEDRO MATTA;04134-021;NULL;NULL
GARANTE INDÚSTRIA DE VIDROS LTDA;;53.578.126/0001-04;R.;DOS FRANCISCANOS,;20;;JD. SANTO ANDRÉ;SANTO ANDRÉ;SP;;;;;09132460;NULL;S
GDI DO BRASIL COM E ASSIST TECNICA LTDA;GDI DO BRASIL;09.573.326/0001-82;RUA;MARIA OSCARLINA FUMACHI NARDI;121;;LOTE EMPRESÁRIAL ADELMO CORRADINI;ITATIBA;SP;BRASIL;(11) 4524-6564;priscila@gdidobrasil.com;"PRISCILA MARTINS ";13257-590;NULL;NULL
GEMINI INDUSTRIA E TECNOLOGIA LTDA-EPP;INTELLIGGLASS;13.268.790/0001-32;AVENIDA;BRIGADEIRO FARIA LIMA;2152;7º ANDAR - CONJ 7C;JARDIM PAULISTANO;SÃO PAULO;SP;BRASIL;(11) 3052-0827;fabio@intelliglass.com.br;FABIO BUSSAB SALIBA;01451-000;2017-08-24 13:52:58.033;NULL
GENERAL GLASSES COMERCIO IMPORTACAO E EXPORTACAO D;GENERAL GLASSES;16.610.854/0001-20;AVENIDA;"PLÍNIO BRASIL MILANO ";757;CONJUNTO 1002;AUXILIADORA;PORTO ALEGRE;RS;BRASIL;(51) 3388-7080;regis@generalglasses.com;REGIS;90520-002;2022-10-19 23:05:34.263;NULL
GENILSON OLIVEIRA SANTOS EIRELI;"VITÓRIA VIDROS ";34.263.085/0001-12;;INDUSTRIAL FIRMINO DA SILVEIRA SOARES,;5750;;PEDRA MIUDA;TERESINA;PI;BRASIL;(89) 9887-2112;glaucio.roniere@gmail.com;GENILSON OLIVEIRA SANTOS;64038-100;2022-11-11 12:16:29.330;" "
GESTÃO DE INDÚSTRIA NACIONAL DE VIDROS, LDA;GINAV,LDA-INDÚSTRIA NAC;NULL;NULL;AV. SAMORA MACHEL 172;NULL;NULL;NULL;MATOLA;NULL;MOÇAMBIQUE;+258 21 721 812;info@ginav.co.mz;NULL;4048;NULL;NULL
GL INDUSTRIA DE VIDROS LTDA;TRANSFORME VIDROS;20.703.662/0001-35;RODOVIA;BR-101;800;KM 01;AMPARO;SANTO ANTÔNIO DE JESUS;BA;BRASIL;(75) 3631-6708;georgiatvt@gmail.com;GEORGIA PEREIRA;44572-610;NULL;NULL
GLASS BEL TECNOLOGIA EM VIDROS EIRELI;GLASS BEL TECNOLOGIA;16.834.447/0001-04;RUA;GRACYRA RESSE DE GOUVEIA;1514;;DISTR. INDL. JD. PIEMONT NORTE;MG-BETIM;MG;BRASIL;31- 3370-8600;rosangeka@glassbel.com.br;ROSANGELA /ALAN QUILDARE;32689-372;NULL;NULL
GLASS CAMP INDUSTRIA E COMERCIO DE VIDROS LTDA;GLASS CAMP;17.973.757/0001-64;RUA;UM,;109;;SANTA TEREZINHA;PAULINIA;SP;BRASIL;19-3246-0205;gestao@glasscamp.com.br;ANA FLAVIA CAVENAGHI;13148-133;NULL;" "
GLASS FORT INDUSTRIA E COMERCIO DE VIDROS LTDA;PILAR GLASS;07.485.305/0001-80;RUA;JOÃO EUCLIDES CORTEZ,;400;;JARDIM ESPERANÇA;BARUERI;SP;BRASIL;11-3834-7000;roberto@pilarglass.com.br;ROBERTO IBANEZ;06413-050;NULL;" "
GLASS SERV COML DE VIDROS LTDA;INTERBOX;05.127.219/0001-70;AVENIDA;DAS ARAUCÁRIAS - DE 3621/3622 A 4724;4455;;THOMAZ COELHO;ARAUCÁRIA;PR;BRASIL;(41) 2108-1000;rh@interbox.com.br;JOSIANE;83707-065;2015-09-23 09:44:19.873;NULL
GLASS TEMPER BAZAR E VIDRAÇARIA LTDA;;03.622.733/0001-56;R.;CORONEL TAMARINDO,;2.075-A;GALPÃO;BANGU;RIO DE JANEIRO;RJ;;;;;21840446;NULL;NULL
GLASS TEMPER SUL IND. E COM.DE VIDROS LTDA;GLASS TEMPER SUL;17.035.997/0001-18;RUA;1851;200;;MAIRA;PINHEIRAL;RJ;BRASIL;24-3356-5564;lita@glasstemper.com.br;FERNANDO PIRES VALE;27197-000;NULL;" "
"GLASS VALE IND E COM DE VIDROS                       ";GLASS VALE;11.164.128/0001-07;AVENIDA;DOUTOR SEBASTIÃO HENRIQUE DA CUNHA PONTES;8000;;"CHÁCARAS REUNIDAS             ";"SP - SAO JOSE DOS CAMPOS      ";SP;BRASIL;12-2134-4800;alves@glassvale.com.br;"ANTÔNIO CÂNDIDO                                      ";12238-365;NULL;S
GLASS VETRO COM.VIDROS E ACESSORIOS LTDA;CENTERFLEX;66.113.580/0001-31;RUA;CURTUME;274;NULL;LAPA DE BAIXO;SÃO PAULO;SP;BRASIL;(11) 3124-4000;mkt@glassvetro.com.br;FLAVIA LIBONATTI;05065-001;2015-11-13 09:18:01.000;NULL
GLASSEC VIDROS DE SEGURANÇA LTDA;GLASSECVIRACON;66.830.332/0001-01;RODOVIA;DOM PEDRO I KM 58,5;s/n;;SERRA NEGRA;NAZARÉ PAULISTA;SP;BRASIL;(11) 4597-8100;lais.gomes@glassecviracon.com.br;LAIS;12960-000;2019-10-15 11:11:31.567;" "
"GLASSEC VIDROS DE SEGURANÇA LTDA ";;66.830.332/0002-92;R.;MARAMBAIA;424;9º ANDAR - CJ. 91 A 95;CASA VERDE;SÃO PAULO;SP;;;;;02513000;NULL;NULL
GLASSMAQ SUPRIMENTOS E MAQUINAS PARA VIDROS LTDA - ME;"GLASSMAQ ";21.539.587/0001-81;AVENIDA;"DR. ANTONIO ALVARO ";330;SALA 32;VILA ASSUNÇÃO;SANTO ANDRÉ;SP;BRASIL;(11) 4903-6603;comercial@glassmaq.com.br;CAROLINA CARNEVALI SATOLO;09030-520;2022-08-02 14:49:29.000;NULL
GLASSMAXI INDUSTRIA E COMERCIO DE VIDROS LTDA;"GLASSMAXI ";09.720.150/0001-44;RUA;"JORNALISTA ANTÔNIO PONTES TAVARES, ";809;;JANGURUSSU;FORTALEZA;CE;BRASIL;(85) 3474-0613;hamiltonmaximo@glassmaxi.com.br;HAMILTON;60864-590;2019-10-21 16:35:05.850;" "
GLASSPARTS COMPONENTES PARA IND. DO VIDRO EIRELE;GLASSPARTS;20.392.800/0001-02;RUA;JACOFER;382;;JARDIM PEREIRA LEITE;SÃO PAULO;SP;BRASIL;(11) 3922-8000;ricardo.costa@glassparts.com.br;RICARDO COSTA;02712-070;2024-10-04 13:18:55.747;" "
GLASSPEÇAS IND. E COM. LTDA.;GLASSPEÇAS;02.344.640/0001-44;RUA;ALTO DO BONFIM;328;;VILA SANTA CATARINA;SÃO PAULO;SP;BRASIL;(11) 5670-9900;denise@glasspecas.com.br;DENISE FONSECA;04382-070;2024-06-24 15:00:22.157;NULL
GLASTON BRASIL LTDA;GLASTON;03.834.640/0001-95;TRAVESSA;CLÁUDIO ARMANDO;171;GALPÃO 21;CHÁCARA  DUBLIN PAULISTA;SÃO BERNARDO DO CAMPO;SP;BRASIL;(11) 4061-6511;carolina.toffoli@glaston.net;CAROLINA;09861-730;2019-06-12 15:28:30.497;NULL
GLASTRONIC;GLASTRONIC;NULL;ALAMEDA;PATATIVA;165;;MORADA DOS PÁSSAROS;BARUERI;SP;BRASIL;(11) 4192-4566;e.saler@terra.com.br;ERIC SALER;06428-290;NULL;NULL
GLOBAL TEMPER INDÚSTRIA E COMÉRCIO DE VIDROS LTDA;GLOBAL TEMPER;12.598.196/0001-47;RUA;MARCILIO JOÃO DA COSTA;571;;SANTA CRUZ;SANTO ANTÔNIO DOS CAMPOS;MG;BRASIL;(37) 3214-6117;marcos@globaltemper.com.br;MARCOS VINICIUS SILVA;35500-970;2015-07-02 16:56:47.777;S
GLOBRAL COMERCIO INTERNACIONAL LTDA;GLOBRAL COM. INTERN.;08.913.814/0001-29;RUA;MANOEL VIEIRA GARÇÃO;10;SALA 1001 E 1002;CENTRO;ITAJAÍ;SC;BRASIL;(47) 3046-1022;renato.vicelli@globral.com;RENATO CEZAR VICELLI;88301-425;2024-10-04 13:14:47.020;NULL
GNS COMERCIO LTDA;ALUSUPRA ALUMINIO;00.756.110/0001-88;RUA;ORLANDO TANCREDO,;274;;CENTRO;PALHOCA;SC;BRASIL;48-3242-3473;gns@terra.com.br;GUSTAVO NOE FARIAS;88131-210;NULL;" "
GOIÁS VIDROTEMPER LTDA;GOVIDROS;09.298.834/0001-08;AVENIDA;ADERUP;130;QUADRA 219, LOTE 01E;CIDADE JARDIM;GOIÂNIA;GO;BRASIL;(62) 3572-9999;alessandro@goiastemper.com.br;ALESSANDRO ALBERTO DE ALMEIDA;74423-050;NULL;NULL
GOVIDROS COMERCIAL GOIÂNIA DE VIDROS LTDA;GOVIDROS;02.104.503/0001-32;RUA;ADERUP,;35;;CIDADE JARDIM;GOIÂNIA;GO;BRASIL;(62) 3558-5066;"simone@govidros.com.br ";"MOACIR CARVALHO ";74423-050;2015-06-19 14:23:58.697;" "
GTI LOG S/A;GTI LOG;09.721.487/0001-76;AVENIDA;JOÃO RAMALHO,;1504;A;PARQUE SÃO VICENTE;MAUA;SP;BRASIL;(11) 4512-6000;paulo.souza@gtilog.com.br;PAULO SOUSA;09371-520;2022-08-08 10:38:04.213;NULL
GTI-LOG TRANSPORTES E LOGISTICA;GTI-LOG;57.543.795/0001-00;AVENIDA;JOÃO RAMALHO;1504;;VILA NOEMIA;MAUÁ;SP;BRASIL;(11) 4512-6000;p.souza@gtilog.com.br;PAULO ROBERTO DE SOUSA;09371-520;2017-10-26 11:32:51.290;NULL
GUAPORÉ IND. E COM. VIDROS LTDA;;07.328.256/0001-71;AV.;GUAPORÉ, LOTE;400;QUADRA 999;TRÊS MARIAS;PORTO VELHO;RO;;;;;78918791;NULL;" "
GUARDIAN;GUARDIAN;01.410.577/0003-04;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;" "
GUARDIAN;GUARDIAN;01.410.577/0005-68;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2022-11-14 19:06:13.000;" "
GUARDIAN DO BRASIL VIDROS PLANOS LTDA;GUARDIAN DO BRASIL;01.410.577/0007-20;AVENIDA;"ANTONIO ARTIOLI ";570;SWISS PARK FLIMS B2 CONJ 23 AO 34 CONJ 36 38 40 42;SWISS PARK;CAMPINAS;SP;BRASIL;(24) 3355-9071;salves@guardian.com;SILVIA CATUSSO;13049-900;2024-10-02 20:41:34.967;" "
"GUARDIAN DO BRASIL VIDROS PLANOS LTDA ";GUARDIAN;01.410.577/0001-34;RUA;FERNANDO BERNARDELLI;2000;;CENTRO;PORTO REAL;RJ;BRASIL;(11) 5505-6659;cprado@guardian.com;ALAN;27570-000;2022-09-12 17:30:43.437;" "
"GUARDIAN DO BRASIL VIDROS PLANOS LTDA                ";GUARDIAN TATUÍ/SP;01.410.577/0005-68;;;;;;;;;;;;;2022-11-14 19:06:13.000;" "
"GUARDIAN DO BRASIL VIDROS PLANOS LTDA                ";GUARDIAN (ESCRIT/SP);01.410.577/0003-04;;;;;;;;;;;;;2022-11-14 19:06:13.000;" "
GUARU TEMPER INDUSTRIA E COMERCIO DE VIDROS;GT VIDROS;40.667.380/0001-37;ESTRADA;VELHA GUARULHOS-SAO MIGUEL;2570;.;JARDIM ARAPONGAS;GUARULHOS;SP;BRASIL;(11) 5242-9790;jmatos.adv19@hotmail.com;JAILTON GOMES MATOS;07210-250;2024-10-23 19:06:18.283;" "
GUILHERME BERALDO LOPRETO - ME;FVT FERRAGENS E ACESSOR;22.509.125/0001-84;RUA;BARBARA HELIODORA;256;.;UTINGA;SANTO ANDRE;SP;BRASIL;(11) 2866-6008;guilherme@fvtacessorios.com.br;GUILHERME BERALDO LOPRETO;09220-340;2024-10-02 15:56:32.630;NULL
GUSMÃO VIDROS COM. SERV. LTDA;GUSMÃO REPRESENTAÇÕES;00.617.820/0001-27;RUA;SITIANTES;325;;VILA ITABERABA;SÃO PAULO;SP;BRASIL;(11) 3998-2020;neide@gusmao.com.br;"YVERALDO GUSMÃO ";02737-000;2024-05-20 11:31:22.240;" "
GVT COMERCIO DE VIDROS LTDA;GVT VIDROS;39.719.917/0001-86;AVENIDA;ELDORADO;179;.;VILA GEPINA;ITAQUAQUECETUBA;SP;BRASIL;(11) 4732-9300;geni.ts@hotmail.com;JOSÉ ERIVALDO DE SANTANA;08577-020;2024-10-24 18:56:10.977;NULL
HAPPINESS CONSULTORIA E EVENTOS EIRELI;HAPPINESS;25.069.470/0001-32;RUA;"PROFESSOR PEDRO VIRIATO PARIGOT DE SOUZA ";3901;BLOCO 1 CJ 183;NULL;CURITIBA;PR;BRASIL;NULL;contato@gustavoarns.com.br;NULL;81540-160;2022-08-01 14:54:18.000;NULL
"HEBER JERONIMO VERVLOET DUTRA 35569387668            ";HJVD VIDROS E SERVICOS;35.297.419/0001-31;RUA;GENERAL ANDRADE NEVES;11;;"GUTIERREZ                     ";"MG - BELO HORIZONTE           ";MG;BRASIL;31-3351-2002;heberbhz@gmail.com;"HEBER JERÔNIMO                                       ";30441-011;NULL;NULL
HEDRON ENGENHARIA S.A;HEDRON;11.831.943/0001-82;RUA;DOUTOR ALEXANDRE GUTIERREZ;145;;ÁGUA VERDE;CURITIBA;PR;BRASIL;(41) 3023-1121;leticiamacedo@hedron.com.br;LETICIA MACEDO;80240-130;2015-07-31 16:37:50.887;NULL
HEYDT FACHADAS E VIDROS LTDA;HEYDT ESQUADRIAS;33.176.214/0001-72;RUA;PAULINO FRANCISCO DE OLIVEIRA;316;FUNDOS;CENTRO;MARAVILHA;SC;BRASIL;(49) 3664-0599;contato@esquadriasefachadas.com.br;JESSICA COAN;89874-000;2024-10-11 09:43:12.957;S
HL FERRAGENS & ACESSORIOS EIRELI;HL FERRAGENS;34.475.440/0001-17;AVENIDA;PANDIA CALOGERAS;460;;JARDIM MONTANHEZ;"MG - BELO HORIZONTE           ";MG;BRASIL;31-2520-2928;financeiro@hlferragens.combr;DILMA ALVES;30750-130;NULL;NULL
IBELQ - INST. BELTRAME DA QUALIDADE, PESQUISA E CERTIFICAÇÃO;IBELQ;20.053.698/0001-10;AVENIDA;PREF. DONALD SAVAZONI;927;;NOVA CAIEIRAS;CAIEIRAS;SP;BRASIL;(11) 4442-3779;karina@ibelq.org.br;KARINA RAGO;07704-055;2024-09-17 12:34:43.927;" "
IBEROGLASS DO BRASIL LTDA;IBEROGLASS;09.199.945/0001-59;RODOVIA;DOS MINÉRIOS;2420;;TABOÃO;CURITIBA;PR;BRASIL;(41) 3354-5487;julioguidolin@gmail.com;JÚLIO CESAR GUIDOLIN;82130-570;2017-11-01 13:46:20.143;NULL
IDEAL TEMPER IND E COM DE VIDROS LTDA;IDEAL TEMPER - SP;14.190.554/0001-03;RUA;DOUTOR RENÉ FERNANDES;415;;VILA FACHINI;SÃO PAULO;SP;BRASIL;(11) 3208-1515;hudson@idealtempervidros.com.br;HUDSON SABATA S. DE MOURA;04327-180;NULL;NULL
IMMMES ENGINEERING SRL;IMMMES;4;NULL;VIA VILLA, 137;NULL;NULL;NULL;"CAMPOLONGO MAGGIORE ";NULL;ITÁLIA;1111111111;giuseppe.comberlatto@immmes.com;NULL;30010;2022-10-13 13:44:11.513;NULL
INBRAVIDROS INDÚSTRIA BRASILEIRA DE VIDROS LTDA;"INBRAVIDROS ";13.644.739/0001-88;RODOVIA;"BR-428 KM 185,2 ";1100;;LOTEAMENTO RECIFE;PETROLINA;PE;BRASIL;(87) 3864-0171;huberto@uol.com.br;HUBERTO;56320-700;2015-06-19 14:36:18.887;NULL
INCOVISE IND. E COM. DE VIDROS DE SEGURANÇA LTDA;INCOVISE;04.267.383/0001-10;RUA;MECA,;529;;JD. ARAPONGAS;GUARULHOS;SP;BRASIL;(11) 2446-3856;vidros@incovise.com.br;JAILTON GOMES MATOS;07210-110;NULL;NULL
INDÚSTRIA E COMÉRCIO DE VIDROS DO PRIMO LTDA;PV BENEFICIADORA;47.488.077/0001-16;RUA;JOÃO BENTO MARIANO;220;.;JD. NOVO AEROPORTO;ITAPETININGA;SP;BRASIL;(15) 3271-1211;vinicius@primovidros.com.br;"VINICIUS MOREIRA SILVEIRA ";18215-330;2024-10-23 20:04:31.607;" "
INDUSTRIA E COMERCIO DE VIDROS FRATTA LTDA;ARAUCARIA VIDROS ESPECI;09.438.133/0001-19;RUA;RUA DEZ DE MAIO;012;;ANCHIETA;PATO BRANCO;PR;BRASIL;(46) 3025-7555;claudemir@araucaria.ind.br;CLAUDEMIR;85501-430;2015-09-21 18:15:56.747;NULL
INDUSTRIA E COMERCIO DE VIDROS GUAPORE LTDA;GUAPORE VIDROS - SINOP;37.998.068/0001-11;AVENIDA;DA INTEGRACAO,;6845;;LIC NORTE;SINOP;MT;BRASIL;(66) 9920-2911;silvia@guaporevidros.com.br;SILVIA GARCIA PEREIRA MACEDO;78551-033;2024-06-21 11:29:06.997;" "
INDÚSTRIA E COMÉRCIO DE VIDROS TEMPERADOS SPEED TEMPER LTDA;SPEED TEMPER;73.122.996/0001-81;RUA;JOSÉ BENEDITO RODRIGUES;435;.;CENTRO;SÃO ROQUE;SP;BRASIL;(11) 4716-9110;alfredo@speedtemper.com.br;ALFREDO;18140-000;2024-06-28 10:56:14.677;" "
"INFINITO VIDROS COMERCIO DE VIDROS EIRELI            ";INFINITO VIDROS;34.016.397/0001-21;RUA;TABER;434;;"JARDIM CANADÁ                 ";"MG - NOVA LIMA                ";MG;BRASIL; 31- 3321-0621;R.MORAES@INFINITOVIDROS.COM.BR;"DIRETORIA                                            ";34007-762;NULL;S
